acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,label,timestamp
-1727,-65,3353,-473,2336,-279,,2025-02-12 12:08:32.515104
-1764,-108,3356,-536,2253,-108,,2025-02-12 12:08:32.516401
-1786,-86,3373,-673,2147,-33,,2025-02-12 12:08:32.534508
-1815,-79,3362,-764,2083,6,,2025-02-12 12:08:32.552352
-1849,-71,3311,-768,2078,14,,2025-02-12 12:08:32.575013
-1878,-60,3242,-751,2001,-5,,2025-02-12 12:08:32.584087
-1895,-34,3264,-736,1914,-71,,2025-02-12 12:08:32.602062
-1941,-45,3251,-701,1739,-155,,2025-02-12 12:08:32.639112
-1970,-63,3251,-673,1503,-227,,2025-02-12 12:08:32.641520
-1979,-40,3308,-626,1209,-213,,2025-02-12 12:08:32.651850
-1950,-75,3299,-662,843,-172,,2025-02-12 12:08:32.669971
-1883,-73,3304,-666,549,-145,,2025-02-12 12:08:32.694064
-1835,-83,3264,-648,423,-104,,2025-02-12 12:08:32.706690
-1824,-88,3232,-652,464,-61,,2025-02-12 12:08:32.718454
-1851,-87,3235,-656,641,-99,,2025-02-12 12:08:32.756846
-1918,-78,3221,-636,720,-83,,2025-02-12 12:08:32.759048
-1970,-65,3241,-646,533,-90,,2025-02-12 12:08:32.779841
-1993,-67,3242,-646,302,-117,,2025-02-12 12:08:32.794634
-1970,-34,3282,-598,150,-118,,2025-02-12 12:08:32.816588
-1941,-65,3312,-607,76,-98,,2025-02-12 12:08:32.826029
-1919,-57,3280,-636,51,-106,,2025-02-12 12:08:32.852546
-1890,-50,3277,-666,76,-116,,2025-02-12 12:08:32.855190
-1872,-77,3257,-624,220,-160,,2025-02-12 12:08:32.875706
-1899,-58,3238,-598,330,-165,,2025-02-12 12:08:32.888511
-1931,-65,3267,-620,279,-99,,2025-02-12 12:08:32.898943
-1923,-83,3298,-600,154,-76,,2025-02-12 12:08:32.915353
-1905,-88,3310,-603,47,-70,,2025-02-12 12:08:32.948640
-1924,-74,3292,-610,-17,-59,,2025-02-12 12:08:32.950349
-1874,-75,3251,-617,61,-112,,2025-02-12 12:08:32.994925
-1896,-32,3270,-623,166,-150,,2025-02-12 12:08:32.998391
-1903,-64,3280,-580,209,-140,,2025-02-12 12:08:33.000217
-1880,-94,3295,-594,256,-149,,2025-02-12 12:08:33.009477
-1932,-79,3324,-569,243,-111,,2025-02-12 12:08:33.026977
-1904,-88,3273,-588,198,-100,,2025-02-12 12:08:33.043664
-1921,-60,3249,-631,175,-44,,2025-02-12 12:08:33.079490
-1892,-52,3251,-631,205,-61,,2025-02-12 12:08:33.082396
-1907,-74,3286,-673,251,-81,,2025-02-12 12:08:33.106426
-1899,-80,3247,-630,288,-131,,2025-02-12 12:08:33.116218
-1917,-68,3272,-607,294,-111,,2025-02-12 12:08:33.145152
-1922,-84,3263,-603,313,-109,,2025-02-12 12:08:33.149125
-1923,-60,3289,-606,337,-95,,2025-02-12 12:08:33.178153
-1907,-76,3305,-630,388,-102,,2025-02-12 12:08:33.182145
-1901,-69,3299,-661,475,-98,,2025-02-12 12:08:33.189806
-1900,-78,3254,-631,602,-161,,2025-02-12 12:08:33.242427
-1890,-44,3254,-630,740,-170,,2025-02-12 12:08:33.245434
-1862,-61,3272,-679,901,-188,,2025-02-12 12:08:33.265721
-1866,-96,3287,-738,915,-188,,2025-02-12 12:08:33.268224
-1928,-75,3317,-744,941,-170,,2025-02-12 12:08:33.288074
-2033,-55,3345,-748,1158,-173,,2025-02-12 12:08:33.291562
-2103,24,3188,-591,1296,-99,,2025-02-12 12:08:33.309724
-2135,76,3131,-570,853,-31,,2025-02-12 12:08:33.324977
-2045,62,3117,-624,202,-10,,2025-02-12 12:08:33.360022
-1915,-14,3279,-618,-91,-41,,2025-02-12 12:08:33.363091
-1932,-90,3291,-607,161,-89,,2025-02-12 12:08:33.377299
-1921,-157,3333,-646,476,-73,,2025-02-12 12:08:33.476958
-1976,-211,3313,-703,633,-86,,2025-02-12 12:08:33.480708
-1914,-247,3290,-671,651,-37,,2025-02-12 12:08:33.482238
-1901,-259,3239,-660,674,47,,2025-02-12 12:08:33.483765
-1923,-262,3212,-554,662,138,,2025-02-12 12:08:33.484785
-1939,-240,3178,-402,645,253,,2025-02-12 12:08:33.486557
-1973,-223,3187,-263,668,259,,2025-02-12 12:08:33.489012
-2036,-224,3216,-213,752,155,,2025-02-12 12:08:33.501315
-2036,-233,3264,-250,863,-10,,2025-02-12 12:08:33.536203
-2079,-153,3293,-357,842,-128,,2025-02-12 12:08:33.543303
-2126,-101,3277,-413,683,-173,,2025-02-12 12:08:33.555519
-2083,-68,3284,-491,382,-172,,2025-02-12 12:08:33.568294
-1995,-19,3238,-541,189,-107,,2025-02-12 12:08:33.602383
-1955,16,3144,-550,274,-64,,2025-02-12 12:08:33.605357
-1930,-7,3154,-449,544,21,,2025-02-12 12:08:33.616881
-1988,39,3155,-330,937,-20,,2025-02-12 12:08:33.636446
-2035,10,3169,-233,1028,27,,2025-02-12 12:08:33.663666
-2056,53,3154,-137,869,36,,2025-02-12 12:08:33.667828
-2083,88,3213,-249,797,21,,2025-02-12 12:08:33.682867
-2099,121,3224,-428,852,22,,2025-02-12 12:08:33.714286
-2133,137,3278,-636,740,-72,,2025-02-12 12:08:33.719585
-2167,157,3240,-739,516,-132,,2025-02-12 12:08:33.733092
-2156,170,3113,-741,239,-249,,2025-02-12 12:08:33.756692
-2121,157,3094,-711,-10,-315,,2025-02-12 12:08:33.774727
-2058,133,3056,-664,-263,-306,,2025-02-12 12:08:33.788267
-2043,121,3133,-702,-342,-254,,2025-02-12 12:08:33.818579
-2046,81,3129,-780,-266,-215,,2025-02-12 12:08:33.819180
-2077,40,3170,-857,-91,-203,,2025-02-12 12:08:33.834896
-2079,40,3216,-921,150,-226,,2025-02-12 12:08:33.850945
