acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,label,timestamp
-3731,120,864,-833,76,2,,2025-02-12 12:06:33.606004
-3695,132,854,-822,106,-46,,2025-02-12 12:06:33.626502
-3693,133,857,-774,106,-47,,2025-02-12 12:06:33.645257
-3730,153,920,-778,103,-45,,2025-02-12 12:06:33.676867
-3753,135,902,-779,60,-35,,2025-02-12 12:06:33.679063
-3716,133,855,-744,-2,-87,,2025-02-12 12:06:33.690563
-3681,145,890,-722,-26,-106,,2025-02-12 12:06:33.706034
-3699,138,880,-703,33,-105,,2025-02-12 12:06:33.739088
-3710,184,880,-633,90,-68,,2025-02-12 12:06:33.743766
-3749,164,910,-678,44,-67,,2025-02-12 12:06:33.756061
-3733,159,886,-696,-33,-94,,2025-02-12 12:06:33.775097
-3708,152,882,-715,17,-85,,2025-02-12 12:06:33.813966
-3681,153,878,-702,4,-101,,2025-02-12 12:06:33.816225
-3696,138,869,-694,43,-84,,2025-02-12 12:06:33.823204
-3713,133,910,-646,48,-103,,2025-02-12 12:06:33.841234
-3736,135,891,-603,-34,-113,,2025-02-12 12:06:33.857832
-3696,133,871,-574,-51,-108,,2025-02-12 12:06:33.875052
-3701,137,885,-588,35,-106,,2025-02-12 12:06:33.892571
-3729,143,895,-538,29,-109,,2025-02-12 12:06:33.912302
-3708,116,912,-531,-55,-132,,2025-02-12 12:06:33.944852
-3710,146,937,-539,-75,-158,,2025-02-12 12:06:33.947161
-3695,156,885,-548,-54,-176,,2025-02-12 12:06:33.989312
-3705,140,908,-526,12,-117,,2025-02-12 12:06:33.991889
-3707,162,921,-506,28,-100,,2025-02-12 12:06:33.994018
-3685,156,917,-530,22,-87,,2025-02-12 12:06:34.006498
-3683,159,906,-489,47,-109,,2025-02-12 12:06:34.023335
-3680,156,891,-500,90,-156,,2025-02-12 12:06:34.039452
-3686,166,893,-531,128,-145,,2025-02-12 12:06:34.056360
-3724,177,862,-531,80,-130,,2025-02-12 12:06:34.092902
-3719,158,911,-530,-12,-136,,2025-02-12 12:06:34.093777
-3706,176,929,-545,-94,-135,,2025-02-12 12:06:34.102060
-3691,154,934,-540,-107,-100,,2025-02-12 12:06:34.124298
-3689,156,937,-589,-93,-102,,2025-02-12 12:06:34.148935
-3698,125,924,-596,-50,-126,,2025-02-12 12:06:34.158587
-3707,148,935,-569,-34,-117,,2025-02-12 12:06:34.171038
