acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,label,timestamp
-2609,19,2714,-811,-438,-168,,2025-02-12 12:10:56.966651
-2556,56,2704,-736,-221,-165,,2025-02-12 12:10:56.980373
-2540,-27,2676,-590,223,-95,,2025-02-12 12:10:57.000332
-2666,74,2712,-612,666,-146,,2025-02-12 12:10:57.014465
-2710,96,2635,-696,686,-175,,2025-02-12 12:10:57.030100
-2702,100,2586,-685,510,-134,,2025-02-12 12:10:57.045527
-2684,109,2577,-682,409,-83,,2025-02-12 12:10:57.063477
-2664,97,2588,-638,360,-19,,2025-02-12 12:10:57.090936
-2684,111,2599,-590,439,61,,2025-02-12 12:10:57.093659
-2784,113,2639,-553,323,45,,2025-02-12 12:10:57.115360
-2759,101,2633,-534,-86,-13,,2025-02-12 12:10:57.134873
-2680,123,2691,-561,31,-12,,2025-02-12 12:10:57.147507
-2753,111,2712,-706,337,-46,,2025-02-12 12:10:57.160817
-2733,72,2648,-755,268,-129,,2025-02-12 12:10:57.176822
-2625,21,2708,-621,48,-128,,2025-02-12 12:10:57.195626
-2524,56,2699,-479,81,0,,2025-02-12 12:10:57.212530
-2593,81,2766,-438,245,53,,2025-02-12 12:10:57.265262
-2732,67,2746,-505,275,37,,2025-02-12 12:10:57.267432
-2816,55,2776,-655,71,-50,,2025-02-12 12:10:57.269050
-2731,64,2664,-692,247,-126,,2025-02-12 12:10:57.273843
-2654,82,2605,-624,772,-96,,2025-02-12 12:10:57.289726
-2620,130,2634,-533,1109,-140,,2025-02-12 12:10:57.313367
-2653,157,2658,-453,1225,-169,,2025-02-12 12:10:57.324019
-2721,186,2616,-391,1089,-203,,2025-02-12 12:10:57.342396
-2853,122,2564,-554,694,-209,,2025-02-12 12:10:57.358391
-2880,14,2532,-726,121,-256,,2025-02-12 12:10:57.373895
-2835,-68,2550,-681,-276,-265,sitting,2025-02-12 12:10:57.387766
-2732,-15,2632,-597,-514,-214,sitting,2025-02-12 12:10:57.422571
-2634,43,2609,-487,-455,-113,sitting,2025-02-12 12:10:57.442387
-2614,146,2640,-495,-121,-85,sitting,2025-02-12 12:10:57.442985
-2640,179,2643,-560,153,-153,sitting,2025-02-12 12:10:57.455128
-2667,89,2672,-619,187,-358,sitting,2025-02-12 12:10:57.471747
-2711,135,2689,-628,207,-45,sitting,2025-02-12 12:10:57.487637
-2807,142,2709,-669,3,-159,sitting,2025-02-12 12:10:57.505917
-2692,72,2626,-480,-166,-125,sitting,2025-02-12 12:10:57.561550
-2552,62,2611,-400,-39,-14,sitting,2025-02-12 12:10:57.564087
-2605,45,2651,-366,48,103,sitting,2025-02-12 12:10:57.565569
-2704,51,2671,-437,13,136,sitting,2025-02-12 12:10:57.566920
-2749,120,2708,-661,81,129,sitting,2025-02-12 12:10:57.584779
-2780,87,2687,-770,201,46,sitting,2025-02-12 12:10:57.599079
-2732,123,2651,-765,167,-43,sitting,2025-02-12 12:10:57.617065
-2681,110,2647,-716,13,-82,sitting,2025-02-12 12:10:57.642834
-2661,102,2602,-574,-133,-100,sitting,2025-02-12 12:10:57.652217
-2722,121,2623,-475,-129,-102,sitting,2025-02-12 12:10:57.669529
-2763,169,2705,-446,50,-146,sitting,2025-02-12 12:10:57.685651
-2751,177,2657,-650,-60,-119,sitting,2025-02-12 12:10:57.700895
-2675,119,2617,-712,-8,-141,sitting,2025-02-12 12:10:57.718080
-2607,122,2616,-662,183,-34,sitting,2025-02-12 12:10:57.736889
-2695,128,2676,-688,274,-114,sitting,2025-02-12 12:10:57.753366
-2767,88,2677,-661,138,-209,sitting,2025-02-12 12:10:57.770159
-2708,65,2678,-689,-231,-182,sitting,2025-02-12 12:10:57.785639
-2634,51,2652,-616,-308,-115,sitting,2025-02-12 12:10:57.802311
-2624,53,2649,-615,-169,-66,sitting,2025-02-12 12:10:57.821923
-2631,76,2631,-559,40,-79,sitting,2025-02-12 12:10:57.870071
-2712,118,2639,-561,194,-68,sitting,2025-02-12 12:10:57.872249
-2762,125,2650,-629,188,-92,sitting,2025-02-12 12:10:57.873392
-2742,136,2657,-685,43,-93,sitting,2025-02-12 12:10:57.878059
-2725,100,2679,-747,-213,-68,sitting,2025-02-12 12:10:57.897256
-2699,75,2681,-703,-265,-124,sitting,2025-02-12 12:10:57.910918
-2665,107,2655,-568,-200,-172,sitting,2025-02-12 12:10:57.938549
-2676,148,2704,-593,-38,-129,sitting,2025-02-12 12:10:57.950335
-2646,134,2695,-628,154,-89,sitting,2025-02-12 12:10:57.961237
-2693,102,2635,-619,282,-127,sitting,2025-02-12 12:10:57.979307
-2668,113,2653,-617,396,-144,sitting,2025-02-12 12:10:57.993659
-2693,63,2689,-609,299,-130,sitting,2025-02-12 12:10:58.011142
-2661,66,2657,-658,129,-104,sitting,2025-02-12 12:10:58.029321
-2669,6,2691,-639,74,-83,sitting,2025-02-12 12:10:58.047045
