acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label,confidence
-2458,-979,2747,-358,134,-159,2025-02-12 10:08:10.812180,laying,{'laying': 1.0}
-2437,-893,2763,-419,139,-172,2025-02-12 10:08:10.831781,laying,{'laying': 1.0}
-2414,-928,2807,-587,188,-136,2025-02-12 10:08:10.850860,laying,{'laying': 1.0}
-2485,-900,2817,-772,195,-81,2025-02-12 10:08:10.872082,laying,{'laying': 1.0}
-2480,-947,2783,-859,160,-114,2025-02-12 10:08:10.892881,laying,{'laying': 1.0}
-2499,-975,2716,-817,-29,-227,2025-02-12 10:08:10.911534,laying,{'laying': 1.0}
-2491,-954,2735,-767,-136,-297,2025-02-12 10:08:10.924901,laying,{'laying': 1.0}
-2421,-940,2771,-812,-90,-246,2025-02-12 10:08:10.956467,laying,{'laying': 1.0}
-2409,-960,2777,-931,-5,-179,2025-02-12 10:08:10.976353,laying,{'laying': 1.0}
-2421,-960,2719,-873,86,-119,2025-02-12 10:08:10.994858,laying,{'laying': 1.0}
-2431,-969,2723,-682,61,-112,2025-02-12 10:08:11.013031,laying,{'laying': 1.0}
-2409,-979,2731,-552,69,-133,2025-02-12 10:08:11.030883,laying,{'laying': 1.0}
-2460,-970,2806,-536,47,-194,2025-02-12 10:08:11.055382,laying,{'laying': 1.0}
-2436,-948,2798,-603,88,-124,2025-02-12 10:08:11.074140,laying,{'laying': 1.0}
-2411,-944,2792,-807,75,-52,2025-02-12 10:08:11.093338,laying,{'laying': 1.0}
-2451,-953,2769,-881,57,-10,2025-02-12 10:08:11.112497,laying,{'laying': 1.0}
-2427,-971,2749,-890,174,-8,2025-02-12 10:08:11.130238,laying,{'laying': 1.0}
-2437,-988,2739,-813,219,-5,2025-02-12 10:08:11.146686,laying,{'laying': 1.0}
-2419,-995,2736,-745,257,-7,2025-02-12 10:08:11.173140,laying,{'laying': 1.0}
-2443,-973,2775,-689,161,-69,2025-02-12 10:08:11.192000,laying,{'laying': 1.0}
-2405,-968,2770,-615,197,-175,2025-02-12 10:08:11.211277,laying,{'laying': 1.0}
-2364,-948,2781,-634,288,-13,2025-02-12 10:08:11.228310,laying,{'laying': 1.0}
-2413,-967,2762,-612,509,156,2025-02-12 10:08:11.246962,laying,{'laying': 1.0}
-2489,-988,2728,-439,440,71,2025-02-12 10:08:11.263738,laying,{'laying': 1.0}
-2495,-966,2737,-392,155,-139,2025-02-12 10:08:11.280380,laying,{'laying': 1.0}
-2434,-930,2817,-576,35,-77,2025-02-12 10:08:11.305399,laying,{'laying': 1.0}
-2448,-922,2763,-761,142,-31,2025-02-12 10:08:11.324094,laying,{'laying': 1.0}
-2504,-957,2737,-777,113,-76,2025-02-12 10:08:11.390858,laying,{'laying': 1.0}
-2508,-980,2766,-658,40,-203,2025-02-12 10:08:11.424979,laying,{'laying': 1.0}
-2435,-978,2711,-563,-39,-219,2025-02-12 10:08:11.446628,laying,{'laying': 1.0}
-2416,-942,2802,-633,-30,-217,2025-02-12 10:08:11.463407,laying,{'laying': 1.0}
-2460,-946,2815,-803,-58,-210,2025-02-12 10:08:11.492684,laying,{'laying': 1.0}
-2439,-965,2746,-884,-1,-175,2025-02-12 10:08:11.512160,laying,{'laying': 1.0}
-2436,-992,2730,-834,96,-101,2025-02-12 10:08:11.530613,laying,{'laying': 1.0}
-2405,-1014,2660,-745,165,-49,2025-02-12 10:08:11.546061,laying,{'laying': 1.0}
-2472,-995,2740,-658,107,-66,2025-02-12 10:08:11.573101,laying,{'laying': 1.0}
-2444,-971,2792,-640,115,-187,2025-02-12 10:08:11.594863,laying,{'laying': 1.0}
-2428,-984,2764,-532,147,-217,2025-02-12 10:08:11.612783,laying,{'laying': 1.0}
-2431,-939,2757,-531,181,-132,2025-02-12 10:08:11.642058,laying,{'laying': 1.0}
-2438,-940,2768,-527,181,-36,2025-02-12 10:08:11.662913,laying,{'laying': 1.0}
-2436,-947,2771,-650,121,26,2025-02-12 10:08:11.688749,laying,{'laying': 1.0}
-2484,-987,2748,-775,67,-67,2025-02-12 10:08:11.708907,laying,{'laying': 1.0}
-2476,-988,2745,-707,-32,-197,2025-02-12 10:08:11.738384,laying,{'laying': 1.0}
-2445,-978,2761,-650,-22,-240,2025-02-12 10:08:11.759970,laying,{'laying': 1.0}
-2421,-964,2769,-673,7,-220,2025-02-12 10:08:11.778127,,
-2400,-952,2779,-770,94,-83,2025-02-12 10:08:11.810535,laying,{'laying': 1.0}
-2450,-953,2765,-779,74,-38,2025-02-12 10:08:11.829207,laying,{'laying': 1.0}
-2468,-980,2715,-688,85,-120,2025-02-12 10:08:11.849289,laying,{'laying': 1.0}
-2430,-972,2753,-519,124,-102,2025-02-12 10:08:11.870567,laying,{'laying': 1.0}
-2431,-973,2747,-507,147,-79,2025-02-12 10:08:11.891977,laying,{'laying': 1.0}
-2457,-968,2804,-531,147,-84,2025-02-12 10:08:11.912316,laying,{'laying': 1.0}
-2435,-951,2752,-594,115,-115,2025-02-12 10:08:11.951361,laying,{'laying': 1.0}
-2441,-933,2743,-651,71,-104,2025-02-12 10:08:11.978760,laying,{'laying': 1.0}
-2383,-975,2761,-637,74,-120,2025-02-12 10:08:11.996659,laying,{'laying': 1.0}
-2416,-989,2765,-611,130,-98,2025-02-12 10:08:12.013820,laying,{'laying': 1.0}
-2468,-975,2759,-582,165,-111,2025-02-12 10:08:12.042605,laying,{'laying': 1.0}
-2443,-978,2761,-648,162,-130,2025-02-12 10:08:12.062001,laying,{'laying': 1.0}
-2411,-961,2766,-657,155,-71,2025-02-12 10:08:12.079499,laying,{'laying': 1.0}
-2429,-957,2748,-678,159,-29,2025-02-12 10:08:12.099121,laying,{'laying': 1.0}
-2430,-987,2769,-632,179,-52,2025-02-12 10:08:12.123702,laying,{'laying': 1.0}
-2479,-992,2757,-621,116,-118,2025-02-12 10:08:12.149127,laying,{'laying': 1.0}
-2452,-1001,2743,-615,100,-166,2025-02-12 10:08:12.207713,laying,{'laying': 1.0}
-2396,-994,2740,-523,148,-115,2025-02-12 10:08:12.241513,laying,{'laying': 1.0}
-2424,-975,2766,-519,153,-3,2025-02-12 10:08:12.261637,laying,{'laying': 1.0}
-2433,-972,2788,-600,229,-19,2025-02-12 10:08:12.279235,laying,{'laying': 1.0}
-2484,-937,2746,-601,223,-23,2025-02-12 10:08:12.297334,laying,{'laying': 1.0}
-2450,-981,2714,-612,141,-62,2025-02-12 10:08:12.313519,laying,{'laying': 1.0}
-2436,-947,2748,-591,121,-131,2025-02-12 10:08:12.339014,laying,{'laying': 1.0}
-2430,-971,2761,-642,97,-96,2025-02-12 10:08:12.358568,laying,{'laying': 1.0}
-2475,-995,2753,-684,141,-53,2025-02-12 10:08:12.377063,laying,{'laying': 1.0}
-2475,-1019,2750,-631,138,-136,2025-02-12 10:08:12.395251,laying,{'laying': 1.0}
-2483,-970,2758,-615,77,-218,2025-02-12 10:08:12.414125,laying,{'laying': 1.0}
-2390,-960,2800,-657,95,-188,2025-02-12 10:08:12.434611,laying,{'laying': 1.0}
-2412,-934,2763,-725,90,-128,2025-02-12 10:08:12.458741,laying,{'laying': 1.0}
-2436,-985,2773,-764,158,-52,2025-02-12 10:08:12.480418,laying,{'laying': 1.0}
-2469,-1004,2742,-671,135,-113,2025-02-12 10:08:12.501880,laying,{'laying': 1.0}
-2423,-971,2683,-539,125,-147,2025-02-12 10:08:12.528600,laying,{'laying': 1.0}
-2409,-993,2753,-496,167,-98,2025-02-12 10:08:12.546928,laying,{'laying': 1.0}
-2424,-981,2745,-514,181,-35,2025-02-12 10:08:12.572135,laying,{'laying': 1.0}
-2491,-986,2737,-434,208,-124,2025-02-12 10:08:12.591827,laying,{'laying': 1.0}
-2471,-951,2756,-472,107,-171,2025-02-12 10:08:12.609428,laying,{'laying': 1.0}
-2426,-959,2792,-615,125,-189,2025-02-12 10:08:12.627507,laying,{'laying': 1.0}
-2436,-933,2781,-703,83,-192,2025-02-12 10:08:12.645695,laying,{'laying': 1.0}
-2440,-969,2768,-738,3,-145,2025-02-12 10:08:12.664104,laying,{'laying': 1.0}
-2466,-969,2785,-791,5,-149,2025-02-12 10:08:12.679775,laying,{'laying': 1.0}
-2424,-985,2758,-882,54,-184,2025-02-12 10:08:12.742030,laying,{'laying': 1.0}
-2412,-985,2716,-816,53,-207,2025-02-12 10:08:12.764451,laying,{'laying': 1.0}
-2389,-974,2729,-675,88,-111,2025-02-12 10:08:12.780183,laying,{'laying': 1.0}
-2429,-1004,2755,-581,155,-27,2025-02-12 10:08:12.808658,laying,{'laying': 1.0}
-2462,-983,2765,-589,130,-26,2025-02-12 10:08:12.827790,laying,{'laying': 1.0}
-2440,-978,2785,-677,118,-94,2025-02-12 10:08:12.846873,laying,{'laying': 1.0}
-2447,-960,2775,-711,61,-173,2025-02-12 10:08:12.875516,laying,{'laying': 1.0}
-2423,-974,2714,-711,89,-177,2025-02-12 10:08:12.896581,laying,{'laying': 1.0}
-2423,-968,2786,-674,98,-90,2025-02-12 10:08:12.913812,laying,{'laying': 1.0}
-2433,-980,2735,-667,187,-73,2025-02-12 10:08:12.941748,laying,{'laying': 1.0}
-2471,-969,2749,-696,46,-87,2025-02-12 10:08:12.963384,laying,{'laying': 1.0}
-2449,-991,2776,-722,18,-129,2025-02-12 10:08:12.997659,laying,{'laying': 1.0}
-2443,-986,2737,-640,64,-112,2025-02-12 10:08:13.025165,laying,{'laying': 1.0}
-2459,-1000,2725,-546,81,-57,2025-02-12 10:08:13.062543,laying,{'laying': 1.0}
-2447,-959,2735,-540,108,-107,2025-02-12 10:08:13.097571,laying,{'laying': 1.0}
-2438,-946,2790,-654,110,-119,2025-02-12 10:08:13.123168,laying,{'laying': 1.0}
-2412,-978,2777,-706,139,-131,2025-02-12 10:08:13.147574,laying,{'laying': 1.0}
-2451,-1002,2770,-705,96,-184,2025-02-12 10:08:13.179621,laying,{'laying': 1.0}
-2424,-1024,2771,-657,64,-185,2025-02-12 10:08:13.198734,laying,{'laying': 1.0}
-2402,-1023,2757,-602,140,-109,2025-02-12 10:08:13.228802,laying,{'laying': 1.0}
-2423,-1005,2737,-595,164,-105,2025-02-12 10:08:13.248020,laying,{'laying': 1.0}
-2409,-974,2716,-507,160,-104,2025-02-12 10:08:13.281155,laying,{'laying': 1.0}
-2403,-965,2766,-561,218,-80,2025-02-12 10:08:13.312836,laying,{'laying': 1.0}
-2461,-962,2773,-590,164,-44,2025-02-12 10:08:13.330707,laying,{'laying': 1.0}
-2479,-977,2802,-622,162,-134,2025-02-12 10:08:13.357482,laying,{'laying': 1.0}
-2471,-961,2773,-670,135,-115,2025-02-12 10:08:13.375827,laying,{'laying': 1.0}
-2398,-953,2707,-629,168,-132,2025-02-12 10:08:13.393857,laying,{'laying': 1.0}
-2413,-955,2707,-561,108,-73,2025-02-12 10:08:13.413199,laying,{'laying': 1.0}
-2446,-998,2771,-616,134,-87,2025-02-12 10:08:13.439050,laying,{'laying': 1.0}
-2472,-981,2781,-661,105,-96,2025-02-12 10:08:13.457770,laying,{'laying': 1.0}
-2444,-947,2699,-622,73,-174,2025-02-12 10:08:13.475091,laying,{'laying': 1.0}
-2405,-963,2735,-645,47,-206,2025-02-12 10:08:13.493384,laying,{'laying': 1.0}
-2419,-950,2818,-723,41,-87,2025-02-12 10:08:13.512459,laying,{'laying': 1.0}
-2484,-980,2751,-804,98,-85,2025-02-12 10:08:13.530210,laying,{'laying': 1.0}
-2462,-1016,2749,-757,63,-200,2025-02-12 10:08:13.560084,laying,{'laying': 1.0}
-2420,-1030,2737,-706,81,-194,2025-02-12 10:08:13.579631,laying,{'laying': 1.0}
-2400,-995,2772,-555,162,-100,2025-02-12 10:08:13.607926,laying,{'laying': 1.0}
-2407,-958,2762,-577,239,23,2025-02-12 10:08:13.658808,laying,{'laying': 1.0}
-2421,-953,2779,-630,316,-21,2025-02-12 10:08:13.697072,laying,{'laying': 1.0}
-2509,-957,2733,-642,204,-103,2025-02-12 10:08:13.729915,laying,{'laying': 1.0}
-2492,-994,2754,-645,71,-224,2025-02-12 10:08:13.757976,laying,{'laying': 1.0}
-2427,-988,2767,-681,33,-169,2025-02-12 10:08:13.791640,laying,{'laying': 1.0}
-2435,-995,2765,-708,-27,-166,2025-02-12 10:08:13.826344,laying,{'laying': 1.0}
-2445,-991,2783,-778,-20,-220,2025-02-12 10:08:13.847894,laying,{'laying': 1.0}
-2395,-1004,2702,-753,14,-230,2025-02-12 10:08:13.863625,laying,{'laying': 1.0}
-2401,-997,2710,-600,51,-110,2025-02-12 10:08:13.896677,laying,{'laying': 1.0}
-2405,-971,2751,-556,177,-35,2025-02-12 10:08:13.928749,laying,{'laying': 1.0}
-2420,-988,2786,-581,230,-30,2025-02-12 10:08:13.946992,laying,{'laying': 1.0}
-2456,-1010,2776,-635,254,-42,2025-02-12 10:08:13.977342,laying,{'laying': 1.0}
-2446,-992,2748,-633,156,-81,2025-02-12 10:08:13.998214,laying,{'laying': 1.0}
-2414,-977,2727,-576,67,-94,2025-02-12 10:08:14.024823,laying,{'laying': 1.0}
-2426,-953,2760,-673,69,-101,2025-02-12 10:08:14.047018,laying,{'laying': 1.0}
-2465,-972,2799,-790,40,-150,2025-02-12 10:08:14.074384,laying,{'laying': 1.0}
-2496,-1059,2772,-756,35,-227,2025-02-12 10:08:14.103366,laying,{'laying': 1.0}
-2435,-1021,2721,-557,85,-220,2025-02-12 10:08:14.141752,laying,{'laying': 1.0}
-2358,-979,2725,-498,180,-81,2025-02-12 10:08:14.191899,laying,{'laying': 1.0}
-2397,-987,2728,-530,216,14,2025-02-12 10:08:14.242108,laying,{'laying': 1.0}
-2479,-992,2767,-567,165,21,2025-02-12 10:08:14.278823,laying,{'laying': 1.0}
-2495,-1016,2802,-624,140,-46,2025-02-12 10:08:14.309744,laying,{'laying': 1.0}
-2485,-968,2793,-740,177,-147,2025-02-12 10:08:14.330140,,
-2447,-950,2748,-797,32,-211,2025-02-12 10:08:14.355521,laying,{'laying': 1.0}
-2405,-974,2765,-835,-59,-232,2025-02-12 10:08:14.376287,laying,{'laying': 1.0}
-2434,-1009,2775,-849,-43,-205,2025-02-12 10:08:14.394873,laying,{'laying': 1.0}
-2462,-1006,2767,-897,-71,-290,2025-02-12 10:08:14.413306,laying,{'laying': 1.0}
-2427,-1041,2780,-954,-93,-326,2025-02-12 10:08:14.430485,laying,{'laying': 1.0}
-2374,-1017,2732,-848,9,-151,2025-02-12 10:08:14.457467,laying,{'laying': 1.0}
-2356,-1064,2667,-686,135,-55,2025-02-12 10:08:14.475170,laying,{'laying': 1.0}
-2391,-1030,2752,-502,202,16,2025-02-12 10:08:14.494328,laying,{'laying': 1.0}
-2440,-1026,2741,-407,209,-48,2025-02-12 10:08:14.513231,laying,{'laying': 1.0}
-2445,-1019,2777,-404,201,-90,2025-02-12 10:08:14.529999,laying,{'laying': 1.0}
-2461,-975,2752,-414,141,-130,2025-02-12 10:08:14.546859,laying,{'laying': 1.0}
-2448,-942,2826,-571,92,-126,2025-02-12 10:08:14.576254,laying,{'laying': 1.0}
-2448,-954,2815,-743,93,-107,2025-02-12 10:08:14.593675,laying,{'laying': 1.0}
-2412,-978,2751,-808,62,-91,2025-02-12 10:08:14.611797,laying,{'laying': 1.0}
-2440,-1025,2729,-778,71,-154,2025-02-12 10:08:14.629571,laying,{'laying': 1.0}
-2445,-1045,2748,-615,55,-190,2025-02-12 10:08:14.647036,laying,{'laying': 1.0}
-2429,-1027,2739,-504,104,-163,2025-02-12 10:08:14.664821,laying,{'laying': 1.0}
-2418,-987,2745,-495,110,-110,2025-02-12 10:08:14.689156,laying,{'laying': 1.0}
-2397,-988,2789,-578,189,-82,2025-02-12 10:08:14.709537,laying,{'laying': 1.0}
-2391,-967,2798,-637,257,-3,2025-02-12 10:08:14.730962,laying,{'laying': 1.0}
-2455,-986,2754,-665,163,-25,2025-02-12 10:08:14.747018,laying,{'laying': 1.0}
-2444,-984,2804,-717,65,-132,2025-02-12 10:08:14.765365,laying,{'laying': 1.0}
-2447,-1009,2803,-760,55,-137,2025-02-12 10:08:14.792018,laying,{'laying': 1.0}
-2433,-1021,2766,-725,44,-170,2025-02-12 10:08:14.810544,laying,{'laying': 1.0}
-2424,-994,2704,-663,50,-178,2025-02-12 10:08:14.824490,laying,{'laying': 1.0}
-2404,-1008,2746,-588,54,-245,2025-02-12 10:08:14.855628,laying,{'laying': 1.0}
-2399,-1022,2790,-602,84,-117,2025-02-12 10:08:14.912502,laying,{'laying': 1.0}
-2406,-1001,2785,-722,221,-14,2025-02-12 10:08:14.989808,laying,{'laying': 1.0}
-2428,-1033,2734,-714,281,49,2025-02-12 10:08:15.092138,laying,{'laying': 1.0}
-2506,-1042,2732,-640,174,-47,2025-02-12 10:08:15.125489,laying,{'laying': 1.0}
-2474,-1016,2751,-528,19,-169,2025-02-12 10:08:15.177476,laying,{'laying': 1.0}
-2409,-983,2778,-547,27,-205,2025-02-12 10:08:15.208439,laying,{'laying': 1.0}
-2377,-984,2756,-626,85,-165,2025-02-12 10:08:15.233443,laying,{'laying': 1.0}
-2398,-961,2767,-697,28,-122,2025-02-12 10:08:15.255588,laying,{'laying': 1.0}
-2400,-1020,2810,-794,91,-134,2025-02-12 10:08:15.276297,laying,{'laying': 1.0}
-2382,-1021,2760,-773,108,-58,2025-02-12 10:08:15.296980,laying,{'laying': 1.0}
-2404,-1071,2710,-595,170,-105,2025-02-12 10:08:15.325159,laying,{'laying': 1.0}
-2430,-1032,2720,-420,141,-97,2025-02-12 10:08:15.346436,laying,{'laying': 1.0}
-2433,-979,2761,-409,136,-40,2025-02-12 10:08:15.374830,laying,{'laying': 1.0}
-2448,-960,2783,-568,105,-104,2025-02-12 10:08:15.394963,laying,{'laying': 1.0}
-2456,-986,2777,-684,1,-174,2025-02-12 10:08:15.418271,laying,{'laying': 1.0}
-2434,-988,2783,-712,1,-192,2025-02-12 10:08:15.443040,laying,{'laying': 1.0}
-2446,-1020,2720,-677,14,-188,2025-02-12 10:08:15.462097,laying,{'laying': 1.0}
-2424,-1025,2731,-605,36,-158,2025-02-12 10:08:15.480603,laying,{'laying': 1.0}
-2403,-994,2779,-632,0,-152,2025-02-12 10:08:15.511927,laying,{'laying': 1.0}
-2331,-992,2785,-665,133,-87,2025-02-12 10:08:15.530405,laying,{'laying': 1.0}
-2431,-1021,2747,-660,132,-58,2025-02-12 10:08:15.559140,laying,{'laying': 1.0}
-2437,-1032,2755,-634,73,-90,2025-02-12 10:08:15.580409,laying,{'laying': 1.0}
-2481,-1009,2733,-663,80,-169,2025-02-12 10:08:15.607552,laying,{'laying': 1.0}
-2450,-1030,2763,-677,78,-169,2025-02-12 10:08:15.643000,laying,{'laying': 1.0}
-2389,-966,2763,-652,68,-140,2025-02-12 10:08:15.677851,laying,{'laying': 1.0}
-2410,-963,2765,-629,84,-53,2025-02-12 10:08:15.709681,laying,{'laying': 1.0}
-2450,-1010,2783,-688,128,-122,2025-02-12 10:08:15.751238,laying,{'laying': 1.0}
-2446,-1040,2769,-669,108,-152,2025-02-12 10:08:15.774624,laying,{'laying': 1.0}
-2421,-1050,2732,-588,27,-202,2025-02-12 10:08:15.796978,laying,{'laying': 1.0}
-2414,-1014,2750,-524,35,-200,2025-02-12 10:08:15.816365,laying,{'laying': 1.0}
-2400,-1026,2807,-567,46,-152,2025-02-12 10:08:15.830202,laying,{'laying': 1.0}
-2392,-1008,2804,-730,117,-80,2025-02-12 10:08:15.858737,laying,{'laying': 1.0}
-2428,-1040,2740,-783,127,-97,2025-02-12 10:08:15.882269,laying,{'laying': 1.0}
-2467,-1047,2716,-642,117,-145,2025-02-12 10:08:15.894668,laying,{'laying': 1.0}
-2446,-1004,2742,-446,128,-163,2025-02-12 10:08:15.907755,laying,{'laying': 1.0}
-2394,-964,2770,-473,128,-98,2025-02-12 10:08:15.939945,laying,{'laying': 1.0}
-2413,-939,2813,-707,143,-60,2025-02-12 10:08:15.958846,laying,{'laying': 1.0}
-2470,-1008,2820,-917,46,-92,2025-02-12 10:08:15.976076,laying,{'laying': 1.0}
-2423,-1051,2770,-912,12,-170,2025-02-12 10:08:15.993599,laying,{'laying': 1.0}
-2409,-1066,2720,-760,77,-183,2025-02-12 10:08:16.012816,laying,{'laying': 1.0}
-2360,-1042,2698,-606,152,-79,2025-02-12 10:08:16.031049,laying,{'laying': 1.0}
-2346,-1053,2755,-601,214,8,2025-02-12 10:08:16.056594,laying,{'laying': 1.0}
-2432,-1047,2763,-589,237,26,2025-02-12 10:08:16.078273,laying,{'laying': 1.0}
-2471,-1025,2765,-615,182,-6,2025-02-12 10:08:16.100992,laying,{'laying': 1.0}
-2447,-1006,2732,-543,102,-128,2025-02-12 10:08:16.128413,laying,{'laying': 1.0}
-2373,-983,2727,-497,140,-160,2025-02-12 10:08:16.146560,laying,{'laying': 1.0}
-2402,-972,2751,-489,171,-108,2025-02-12 10:08:16.177425,laying,{'laying': 1.0}
-2410,-976,2754,-547,186,-63,2025-02-12 10:08:16.196075,laying,{'laying': 1.0}
-2442,-1028,2814,-689,68,-76,2025-02-12 10:08:16.216825,laying,{'laying': 1.0}
-2455,-1052,2791,-710,64,-139,2025-02-12 10:08:16.230529,laying,{'laying': 1.0}
-2383,-1029,2754,-704,107,-98,2025-02-12 10:08:16.293418,laying,{'laying': 1.0}
-2369,-1018,2739,-666,190,-51,2025-02-12 10:08:16.325562,laying,{'laying': 1.0}
-2404,-1005,2753,-645,232,4,2025-02-12 10:08:16.359090,laying,{'laying': 1.0}
-2412,-1012,2755,-613,292,110,2025-02-12 10:08:16.381219,laying,{'laying': 1.0}
-2433,-1021,2763,-569,257,33,2025-02-12 10:08:16.397590,laying,{'laying': 1.0}
-2406,-1002,2762,-554,191,-33,2025-02-12 10:08:16.429123,laying,{'laying': 1.0}
-2432,-994,2772,-566,185,-51,2025-02-12 10:08:16.447044,laying,{'laying': 1.0}
