timestamp;acceleration_x;acceleration_y;acceleration_z;gyroscope_x;gyroscope_y;gyroscope_z
2023-11-22 15:56;0.0278;-1.0154;-0.3704;-27.7176;3.9313;-17.8244
2023-11-22 15:56;-2.0;-1.928;1.9999;168.2214;165.4198;250.1298
2023-11-22 15:56;0.2876;-0.5513;0.6753;62.5878;-34.4427;109.3282
2023-11-22 15:56;-0.5205;-0.656;0.3943;19.8168;1.7634;5.6489
2023-11-22 15:56;-0.6282;-1.0295;0.0483;-71.145;-16.5878;-3.8779
2023-11-22 15:56;-0.4614;-0.9763;0.0784;-89.0687;20.8397;-60.9542
2023-11-22 15:56;-0.7317;-0.9539;0.1875;-18.0153;18.8397;-34.0687
2023-11-22 15:56;-0.1887;-0.9041;-0.2283;-13.1756;-11.3435;-34.5496
2023-11-22 15:56;0.1421;-1.0256;-0.3025;4.458;23.8931;-11.1069
2023-11-22 15:56;-0.5527;-1.0466;-0.1377;57.0916;38.8702;46.0382
2023-11-22 15:56;-0.0806;-0.9199;-0.3577;-31.1908;58.313;-32.0153
2023-11-22 15:56;-0.2229;-1.2661;0.0022;-44.9008;45.1527;-6.7252
2023-11-22 15:56;0.157;-1.0527;-0.1631;28.3511;6.5496;17.3282
2023-11-22 15:56;0.155;-0.9849;-0.4651;16.0076;-41.9313;35.1832
2023-11-22 15:56;0.0322;-1.0205;-0.2795;-14.1832;-30.9847;33.1527
2023-11-22 15:56;-0.0808;-0.9673;-0.2444;-23.9618;-15.7481;-1.3969
2023-11-22 15:56;0.0129;-0.9087;-0.4687;-15.3206;4.313;-7.8855
2023-11-22 15:56;-0.1213;-1.1187;-0.2937;8.7863;-32.5344;-4.0458
2023-11-22 15:56;-0.022;-1.0051;-0.4224;-7.7328;11.145;-1.4427
2023-11-22 15:56;-0.0645;-1.1021;-0.2896;9.0153;25.6718;10.8702
2023-11-22 15:56;0.0208;-0.9436;-0.231;16.1069;15.0458;-7.6794
2023-11-22 15:56;0.0635;-1.0356;-0.2585;43.2672;-16.458;0.0305
2023-11-22 15:56;0.0867;-1.0625;-0.0359;30.0534;-27.3817;-11.2366
2023-11-22 15:56;0.0598;-0.7439;0.085;-8.8855;17.3435;-2.9313
2023-11-22 15:56;0.6487;-1.6865;-0.1282;13.1908;-88.8855;66.7252
2023-11-22 15:56;-0.4229;-0.6697;0.2373;-6.8015;-91.687;14.1527
2023-11-22 15:56;-0.1709;-1.0437;0.0491;-25.9237;19.3359;6.8855
2023-11-22 15:56;0.0042;-0.7412;0.375;-2.5267;-18.7252;-70.4122
2023-11-22 15:56;-0.2979;-1.4844;0.2402;-82.0382;-90.4427;53.1679
2023-11-22 15:56;-0.0649;-0.7131;-0.4124;-22.4886;16.5114;-0.6565
2023-11-22 15:56;-0.177;-1.1135;0.0176;58.9771;-7.3435;6.4885
2023-11-22 15:56;-0.0435;-0.9119;0.0198;2.4046;-73.4198;33.2137
2023-11-22 15:56;-0.2463;-0.8901;0.1262;-22.1527;48.9466;26.313
2023-11-22 15:56;-0.1802;-0.8408;-0.1462;-8.458;-12.2137;-3.7557
2023-11-22 15:56;-0.1396;-0.9089;-0.1655;-33.5344;12.5573;-4.2901
2023-11-22 15:56;-0.2217;-0.9739;-0.2075;-10.3282;6.1908;-10.4275
2023-11-22 15:56;-0.2;-1.3174;-1.0137;6.3664;10.1985;27.1985
2023-11-22 15:56;-0.4385;-1.3057;-0.2275;7.6794;-12.2977;6.5573
