acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label,confidence
-3727,-4,780,-640,20,5,2025-02-12 09:46:53.653120,sitting,"{'sitting': 0.85, 'walking': 0.15}"
-3694,13,822,-675,-28,11,2025-02-12 09:46:53.675117,sitting,"{'sitting': 0.9, 'walking': 0.1}"
-3687,7,819,-665,-26,44,2025-02-12 09:46:53.697133,sitting,"{'sitting': 0.95, 'walking': 0.05}"
-3671,4,841,-656,-17,59,2025-02-12 09:46:53.718117,sitting,{'sitting': 1.0}
-3714,-7,881,-628,64,28,2025-02-12 09:46:53.740126,sitting,{'sitting': 1.0}
-3750,-21,886,-572,82,-20,2025-02-12 09:46:53.762120,sitting,{'sitting': 1.0}
-3755,0,855,-562,44,-118,2025-02-12 09:46:53.784126,sitting,{'sitting': 1.0}
-3730,-3,839,-545,48,-147,2025-02-12 09:46:53.806119,sitting,{'sitting': 1.0}
-3719,30,880,-552,22,-154,2025-02-12 09:46:53.827120,sitting,{'sitting': 1.0}
-3712,69,887,-560,-6,-174,2025-02-12 09:46:53.849129,sitting,{'sitting': 1.0}
-3667,51,884,-588,-58,-100,2025-02-12 09:46:53.869126,sitting,{'sitting': 1.0}
-3710,48,881,-598,8,-73,2025-02-12 09:46:53.895119,sitting,{'sitting': 1.0}
-3738,55,848,-648,103,-113,2025-02-12 09:46:53.920121,sitting,{'sitting': 1.0}
-3777,18,835,-659,106,-173,2025-02-12 09:46:53.947122,sitting,{'sitting': 1.0}
-3758,-2,866,-633,61,-286,2025-02-12 09:46:53.975126,sitting,{'sitting': 1.0}
-3772,28,895,-637,27,-374,2025-02-12 09:46:54.004121,sitting,{'sitting': 1.0}
-3765,-30,898,-592,-106,-426,2025-02-12 09:46:54.033119,sitting,{'sitting': 1.0}
-3763,11,897,-552,-253,-428,2025-02-12 09:46:54.061121,sitting,{'sitting': 1.0}
-3725,20,878,-546,-350,-434,2025-02-12 09:46:54.091128,sitting,{'sitting': 1.0}
-3662,49,915,-517,-321,-386,2025-02-12 09:46:54.119127,sitting,{'sitting': 1.0}
-3620,81,905,-535,-339,-271,2025-02-12 09:46:54.143120,sitting,{'sitting': 1.0}
-3663,95,853,-567,-359,-155,2025-02-12 09:46:54.168123,sitting,{'sitting': 1.0}
-3681,115,797,-593,-442,9,2025-02-12 09:46:54.192118,sitting,{'sitting': 1.0}
-3745,73,714,-627,-611,134,2025-02-12 09:46:54.216125,sitting,{'sitting': 1.0}
-3786,-27,719,-632,-836,308,2025-02-12 09:46:54.237122,sitting,{'sitting': 1.0}
-3790,-20,784,-552,-969,325,2025-02-12 09:46:54.259117,sitting,{'sitting': 1.0}
-3712,0,841,-540,-1060,365,2025-02-12 09:46:54.281126,sitting,{'sitting': 1.0}
-3653,27,835,-509,-1156,417,2025-02-12 09:46:54.301124,sitting,{'sitting': 1.0}
-3662,-22,873,-567,-1130,508,2025-02-12 09:46:54.321121,sitting,{'sitting': 1.0}
-3707,-39,817,-559,-1034,603,2025-02-12 09:46:54.343118,sitting,{'sitting': 1.0}
-3696,-34,730,-523,-900,568,2025-02-12 09:46:54.367119,sitting,{'sitting': 1.0}
-3760,-22,686,-616,-814,520,2025-02-12 09:46:54.386117,sitting,{'sitting': 1.0}
-3661,-11,688,-687,-805,584,2025-02-12 09:46:54.409122,sitting,{'sitting': 1.0}
-3648,48,747,-666,-687,726,2025-02-12 09:46:54.433124,sitting,{'sitting': 1.0}
-3687,60,765,-737,-668,742,2025-02-12 09:46:54.456126,sitting,{'sitting': 1.0}
-3749,87,899,-843,-671,615,2025-02-12 09:46:54.499125,sitting,{'sitting': 1.0}
-3800,69,961,-977,-850,528,2025-02-12 09:46:54.542123,sitting,{'sitting': 1.0}
-3714,77,1021,-1113,-878,513,2025-02-12 09:46:54.566353,sitting,{'sitting': 1.0}
-3742,48,1047,-1080,-1076,451,2025-02-12 09:46:54.588353,sitting,{'sitting': 1.0}
-3686,30,1058,-972,-1237,487,2025-02-12 09:46:54.609351,sitting,{'sitting': 1.0}
-3619,20,1109,-840,-1289,553,2025-02-12 09:46:54.632350,sitting,{'sitting': 1.0}
-3602,65,1064,-609,-1271,575,2025-02-12 09:46:54.651346,sitting,{'sitting': 1.0}
-3707,95,1097,-302,-1288,452,2025-02-12 09:46:54.672541,sitting,{'sitting': 1.0}
-3827,86,1091,-255,-1379,168,2025-02-12 09:46:54.695550,sitting,{'sitting': 1.0}
-3682,43,1031,167,-1668,54,2025-02-12 09:46:54.750924,sitting,{'sitting': 1.0}
-3626,186,1276,175,-1599,-57,2025-02-12 09:46:54.772339,sitting,{'sitting': 1.0}
-3533,201,1232,121,-1458,-44,2025-02-12 09:46:54.793752,sitting,{'sitting': 1.0}
-3445,191,1138,105,-1145,20,2025-02-12 09:46:54.816929,sitting,{'sitting': 1.0}
-3558,178,1182,16,-1115,-85,2025-02-12 09:46:54.839510,sitting,{'sitting': 1.0}
-3555,187,1156,-128,-1006,-5,2025-02-12 09:46:54.863700,sitting,{'sitting': 1.0}
-3471,179,1162,-187,-1022,138,2025-02-12 09:46:54.885835,sitting,{'sitting': 1.0}
-3577,127,1193,-227,-938,286,2025-02-12 09:46:54.908182,sitting,{'sitting': 1.0}
-3535,114,1250,-376,-810,311,2025-02-12 09:46:54.934753,sitting,{'sitting': 1.0}
-3602,191,1253,-572,-534,183,2025-02-12 09:46:54.958905,sitting,{'sitting': 1.0}
-3686,198,1316,-855,-540,-18,2025-02-12 09:46:54.984906,sitting,{'sitting': 1.0}
-3668,164,1228,-986,-895,-8,2025-02-12 09:46:55.013600,sitting,{'sitting': 1.0}
-3586,198,1218,-956,-1096,174,2025-02-12 09:46:55.049768,sitting,{'sitting': 1.0}
-3557,128,1224,-1065,-1107,230,2025-02-12 09:46:55.100755,sitting,{'sitting': 1.0}
-3790,99,1089,-749,-1080,-278,2025-02-12 09:46:55.123760,sitting,{'sitting': 1.0}
-3327,70,1160,-865,-226,-359,2025-02-12 09:46:55.145764,sitting,{'sitting': 1.0}
-3376,70,1220,-690,276,-375,2025-02-12 09:46:55.167761,sitting,{'sitting': 1.0}
-3578,98,1271,-601,-107,-122,2025-02-12 09:46:55.189756,sitting,{'sitting': 1.0}
-3643,132,1373,-617,-254,-134,2025-02-12 09:46:55.210483,sitting,{'sitting': 1.0}
-3784,138,1310,-334,-347,-233,2025-02-12 09:46:55.232501,sitting,{'sitting': 1.0}
-3579,193,1334,-567,-331,-288,2025-02-12 09:46:55.252499,,
-3476,176,1232,-475,-140,-352,2025-02-12 09:46:55.285989,sitting,{'sitting': 1.0}
-3403,230,1189,-434,189,-381,2025-02-12 09:46:55.306431,sitting,{'sitting': 1.0}
-3494,174,1188,-444,579,-387,2025-02-12 09:46:55.328454,sitting,{'sitting': 1.0}
-3597,162,1238,-523,633,-429,2025-02-12 09:46:55.349459,sitting,{'sitting': 1.0}
-3629,133,1210,-542,556,-384,2025-02-12 09:46:55.372577,sitting,{'sitting': 1.0}
-3629,150,1263,-540,467,-308,2025-02-12 09:46:55.394583,sitting,{'sitting': 1.0}
-3599,152,1099,-549,540,-284,2025-02-12 09:46:55.420572,sitting,{'sitting': 1.0}
-3626,112,1042,-537,458,-339,2025-02-12 09:46:55.444580,sitting,{'sitting': 1.0}
-3642,100,1048,-481,291,-305,2025-02-12 09:46:55.468578,sitting,{'sitting': 1.0}
-3599,84,1121,-405,219,-280,2025-02-12 09:46:55.491582,sitting,{'sitting': 1.0}
-3592,104,1182,-432,249,-213,2025-02-12 09:46:55.515584,sitting,{'sitting': 1.0}
-3567,75,1215,-438,329,-94,2025-02-12 09:46:55.536573,sitting,{'sitting': 1.0}
-3588,84,1253,-530,243,-43,2025-02-12 09:46:55.558637,sitting,{'sitting': 1.0}
-3564,103,1301,-698,227,-11,2025-02-12 09:46:55.582651,sitting,{'sitting': 1.0}
-3536,116,1323,-820,338,43,2025-02-12 09:46:55.604652,sitting,{'sitting': 1.0}
-3545,100,1332,-904,330,136,2025-02-12 09:46:55.628250,sitting,{'sitting': 1.0}
-3552,88,1317,-1034,358,222,2025-02-12 09:46:55.655512,sitting,{'sitting': 1.0}
-3604,94,1310,-1140,341,245,2025-02-12 09:46:55.684835,sitting,{'sitting': 1.0}
-3621,125,1263,-1242,316,195,2025-02-12 09:46:55.710842,sitting,{'sitting': 1.0}
-3534,159,1271,-1243,404,196,2025-02-12 09:46:55.743014,sitting,{'sitting': 1.0}
-3567,127,1223,-1247,551,132,2025-02-12 09:46:55.765099,sitting,{'sitting': 1.0}
-3646,287,1136,-1219,542,77,2025-02-12 09:46:55.791172,sitting,{'sitting': 1.0}
-3588,217,1229,-1191,663,137,2025-02-12 09:46:55.814436,sitting,{'sitting': 1.0}
-3606,183,1098,-1285,806,270,2025-02-12 09:46:55.833856,sitting,{'sitting': 1.0}
-3669,214,1177,-1068,758,302,2025-02-12 09:46:55.856018,sitting,{'sitting': 1.0}
-3726,231,1089,-1164,454,255,2025-02-12 09:46:55.894253,sitting,{'sitting': 1.0}
-3633,126,1017,-1115,298,227,2025-02-12 09:46:55.933810,sitting,{'sitting': 1.0}
-3503,-32,1099,-845,272,102,2025-02-12 09:46:55.956983,sitting,{'sitting': 1.0}
-3588,181,1175,-690,165,4,2025-02-12 09:46:55.985179,sitting,{'sitting': 1.0}
-3515,204,1083,-738,203,-75,2025-02-12 09:46:56.007341,sitting,{'sitting': 1.0}
-3576,149,1154,-781,470,-20,2025-02-12 09:46:56.032344,sitting,{'sitting': 1.0}
-3588,122,1211,-707,480,82,2025-02-12 09:46:56.054455,sitting,{'sitting': 1.0}
-3619,122,1220,-708,399,137,2025-02-12 09:46:56.082806,sitting,{'sitting': 1.0}
-3627,-27,1194,-668,266,92,2025-02-12 09:46:56.107953,sitting,{'sitting': 1.0}
-3595,48,1219,-595,268,-19,2025-02-12 09:46:56.132176,sitting,{'sitting': 1.0}
-3614,128,1211,-584,380,-141,2025-02-12 09:46:56.154598,sitting,{'sitting': 1.0}
-3665,108,1203,-621,328,-212,2025-02-12 09:46:56.176768,sitting,{'sitting': 1.0}
-3652,39,1168,-595,177,-302,2025-02-12 09:46:56.200311,sitting,{'sitting': 1.0}
-3630,67,1179,-503,159,-364,2025-02-12 09:46:56.219524,sitting,{'sitting': 1.0}
-3620,240,1086,-483,242,-413,2025-02-12 09:46:56.242771,sitting,{'sitting': 1.0}
-3667,299,1036,-585,93,-423,2025-02-12 09:46:56.265182,sitting,{'sitting': 1.0}
-3674,335,946,-610,-220,-354,2025-02-12 09:46:56.287578,sitting,{'sitting': 1.0}
-3624,158,982,-672,-386,-266,2025-02-12 09:46:56.310964,sitting,{'sitting': 1.0}
-3514,0,1028,-687,-271,-146,2025-02-12 09:46:56.335312,sitting,{'sitting': 1.0}
-3532,4,1155,-730,-23,-115,2025-02-12 09:46:56.356449,sitting,{'sitting': 1.0}
-3592,-27,1140,-776,239,-78,2025-02-12 09:46:56.379760,sitting,{'sitting': 1.0}
-3646,-1,1164,-802,396,-110,2025-02-12 09:46:56.406147,sitting,{'sitting': 1.0}
-3652,-41,1180,-718,610,-146,2025-02-12 09:46:56.432598,sitting,{'sitting': 1.0}
-3615,-17,1146,-605,1056,-119,2025-02-12 09:46:56.454922,sitting,{'sitting': 1.0}
-3655,113,1075,-439,1342,-94,2025-02-12 09:46:56.478927,sitting,{'sitting': 1.0}
-3684,208,1060,-305,1237,-119,2025-02-12 09:46:56.502155,sitting,{'sitting': 1.0}
-3629,241,1095,-246,1061,-135,2025-02-12 09:46:56.525355,sitting,{'sitting': 1.0}
-3578,289,1152,-246,975,-158,2025-02-12 09:46:56.549792,sitting,{'sitting': 1.0}
-3584,157,1130,-326,648,-244,2025-02-12 09:46:56.569795,sitting,{'sitting': 1.0}
-3578,48,1144,-408,202,-317,2025-02-12 09:46:56.591764,sitting,{'sitting': 1.0}
-3623,118,1177,-405,142,-428,2025-02-12 09:46:56.616094,sitting,{'sitting': 1.0}
-3635,175,1173,-487,243,-587,2025-02-12 09:46:56.638545,sitting,{'sitting': 1.0}
-3677,230,1150,-464,371,-652,2025-02-12 09:46:56.660761,sitting,{'sitting': 1.0}
-3671,153,1103,-440,298,-640,2025-02-12 09:46:56.683467,sitting,{'sitting': 1.0}
-3692,157,1089,-428,77,-635,2025-02-12 09:46:56.705613,sitting,{'sitting': 1.0}
-3645,148,1041,-554,-114,-568,2025-02-12 09:46:56.733260,sitting,{'sitting': 1.0}
-3641,118,1029,-699,-248,-507,2025-02-12 09:46:56.767642,sitting,{'sitting': 1.0}
-3621,122,1088,-808,-190,-398,2025-02-12 09:46:56.791817,sitting,{'sitting': 1.0}
-3628,91,1091,-905,125,-329,2025-02-12 09:46:56.816003,sitting,{'sitting': 1.0}
-3652,93,1055,-859,421,-333,2025-02-12 09:46:56.840366,sitting,{'sitting': 1.0}
-3677,159,1063,-791,444,-334,2025-02-12 09:46:56.868557,sitting,{'sitting': 1.0}
-3679,91,1010,-702,267,-376,2025-02-12 09:46:56.890927,sitting,{'sitting': 1.0}
-3611,38,1008,-560,165,-375,2025-02-12 09:46:56.955357,sitting,{'sitting': 1.0}
-3625,2,1039,-356,38,-416,2025-02-12 09:46:56.979362,sitting,{'sitting': 1.0}
-3618,48,1129,-342,-106,-481,2025-02-12 09:46:57.000762,sitting,{'sitting': 1.0}
-3577,49,1111,-430,35,-489,2025-02-12 09:46:57.022760,sitting,{'sitting': 1.0}
-3602,95,1140,-502,54,-515,2025-02-12 09:46:57.044993,sitting,{'sitting': 1.0}
-3616,75,1149,-572,-45,-524,2025-02-12 09:46:57.076217,sitting,{'sitting': 1.0}
-3593,27,1188,-633,-93,-429,2025-02-12 09:46:57.096742,sitting,{'sitting': 1.0}
-3606,19,1169,-676,-47,-313,2025-02-12 09:46:57.118021,sitting,{'sitting': 1.0}
-3647,46,1131,-673,-13,-297,2025-02-12 09:46:57.139189,sitting,{'sitting': 1.0}
-3679,104,1095,-804,52,-321,2025-02-12 09:46:57.162404,sitting,{'sitting': 1.0}
-3771,43,1057,-941,-229,-379,2025-02-12 09:46:57.183796,sitting,{'sitting': 1.0}
-3631,-137,1073,-893,-481,-366,2025-02-12 09:46:57.202055,sitting,{'sitting': 1.0}
-3492,-271,1162,-742,-246,-324,2025-02-12 09:46:57.222333,sitting,{'sitting': 1.0}
-3498,-163,1143,-600,346,-207,2025-02-12 09:46:57.242338,sitting,{'sitting': 1.0}
-3644,-57,1104,-534,490,-229,2025-02-12 09:46:57.264632,sitting,{'sitting': 1.0}
-3504,62,1195,-480,868,-67,2025-02-12 09:46:57.285104,sitting,{'sitting': 1.0}
-3634,302,1056,-583,1566,238,2025-02-12 09:46:57.305288,sitting,{'sitting': 1.0}
-3792,264,1010,-627,1342,395,2025-02-12 09:46:57.326294,sitting,{'sitting': 1.0}
-3747,183,1082,-600,732,290,2025-02-12 09:46:57.347305,sitting,{'sitting': 1.0}
-3651,168,1079,-570,450,92,2025-02-12 09:46:57.369300,sitting,{'sitting': 1.0}
-3634,214,1005,-521,396,-108,2025-02-12 09:46:57.388290,sitting,{'sitting': 1.0}
-3660,73,947,-317,111,-267,2025-02-12 09:46:57.411474,sitting,{'sitting': 1.0}
-3649,41,1060,-237,24,-397,2025-02-12 09:46:57.432645,sitting,{'sitting': 1.0}
-3652,53,1112,-313,-31,-454,2025-02-12 09:46:57.451860,sitting,{'sitting': 1.0}
-3591,-19,1126,-317,-205,-428,2025-02-12 09:46:57.475225,sitting,{'sitting': 1.0}
-3605,40,1102,-401,-106,-293,2025-02-12 09:46:57.499430,sitting,{'sitting': 1.0}
-3638,125,1109,-558,126,-200,2025-02-12 09:46:57.525631,sitting,{'sitting': 1.0}
-3681,80,1074,-750,122,-152,2025-02-12 09:46:57.550625,sitting,{'sitting': 1.0}
-3681,-10,1019,-767,-52,-141,2025-02-12 09:46:57.576617,sitting,{'sitting': 1.0}
-3663,-14,1049,-801,-173,-178,2025-02-12 09:46:57.600634,sitting,{'sitting': 1.0}
-3672,66,1036,-772,-243,-215,2025-02-12 09:46:57.624600,sitting,{'sitting': 1.0}
-3627,37,1002,-727,-289,-222,2025-02-12 09:46:57.646883,sitting,{'sitting': 1.0}
-3616,40,1051,-650,-59,-187,2025-02-12 09:46:57.667882,,
-3512,133,1104,-399,328,-223,2025-02-12 09:46:57.696108,sitting,{'sitting': 1.0}
-3810,109,980,-325,-462,-333,2025-02-12 09:46:57.718264,sitting,{'sitting': 1.0}
-3756,11,975,-274,-1067,-443,2025-02-12 09:46:57.741636,sitting,{'sitting': 1.0}
-3595,-19,1124,-558,-730,-261,2025-02-12 09:46:57.762858,sitting,{'sitting': 1.0}
-3532,65,1283,-805,432,101,2025-02-12 09:46:57.785017,sitting,{'sitting': 1.0}
-3618,81,1268,-918,723,377,2025-02-12 09:46:57.807368,sitting,{'sitting': 1.0}
-3593,82,1161,-795,438,355,2025-02-12 09:46:57.828369,sitting,{'sitting': 1.0}
-3596,110,1196,-721,588,227,2025-02-12 09:46:57.848633,sitting,{'sitting': 1.0}
-3658,123,1078,-628,373,55,2025-02-12 09:46:57.869633,sitting,{'sitting': 1.0}
-3618,-32,1091,-490,-115,-155,2025-02-12 09:46:57.892653,sitting,{'sitting': 1.0}
-3620,-67,1096,-350,-360,-354,2025-02-12 09:46:57.916834,sitting,{'sitting': 1.0}
-3576,-63,1059,-310,-219,-472,2025-02-12 09:46:57.942022,sitting,{'sitting': 1.0}
-3578,12,1069,-438,194,-391,2025-02-12 09:46:57.965211,sitting,{'sitting': 1.0}
-3622,99,1123,-556,254,-265,2025-02-12 09:46:57.999533,sitting,{'sitting': 1.0}
-3635,152,1103,-645,195,-161,2025-02-12 09:46:58.026544,sitting,{'sitting': 1.0}
-3671,138,1069,-675,164,-133,2025-02-12 09:46:58.055529,sitting,{'sitting': 1.0}
-3637,135,1030,-668,137,-96,2025-02-12 09:46:58.084530,sitting,{'sitting': 1.0}
-3665,53,1038,-666,88,-78,2025-02-12 09:46:58.110528,sitting,{'sitting': 1.0}
-3636,10,1050,-571,-82,-136,2025-02-12 09:46:58.136525,sitting,{'sitting': 1.0}
-3631,77,1078,-559,-171,-197,2025-02-12 09:46:58.158533,sitting,{'sitting': 1.0}
-3598,55,1133,-534,-185,-227,2025-02-12 09:46:58.179532,sitting,{'sitting': 1.0}
-3620,-11,1109,-573,-107,-160,2025-02-12 09:46:58.200531,sitting,{'sitting': 1.0}
-3615,-83,1113,-592,-28,-105,2025-02-12 09:46:58.219526,sitting,{'sitting': 1.0}
-3602,12,1124,-527,72,-113,2025-02-12 09:46:58.242529,sitting,{'sitting': 1.0}
-3596,48,1149,-465,108,-173,2025-02-12 09:46:58.285556,sitting,{'sitting': 1.0}
-3669,132,1114,-374,-2,-281,2025-02-12 09:46:58.312794,sitting,{'sitting': 1.0}
-3692,74,1077,-398,-401,-362,2025-02-12 09:46:58.334980,sitting,{'sitting': 1.0}
-3622,47,1115,-550,-244,-261,2025-02-12 09:46:58.355391,sitting,{'sitting': 1.0}
-3541,34,1194,-712,332,-73,2025-02-12 09:46:58.376582,sitting,{'sitting': 1.0}
-3597,38,1238,-837,679,113,2025-02-12 09:46:58.399591,sitting,{'sitting': 1.0}
-3618,61,1193,-825,603,99,2025-02-12 09:46:58.421272,sitting,{'sitting': 1.0}
-3582,47,1117,-724,706,73,2025-02-12 09:46:58.445296,sitting,{'sitting': 1.0}
-3630,142,1075,-622,800,-13,2025-02-12 09:46:58.466504,sitting,{'sitting': 1.0}
-3699,153,1032,-590,583,-99,2025-02-12 09:46:58.485849,sitting,{'sitting': 1.0}
-3667,50,1079,-574,179,-185,2025-02-12 09:46:58.508009,sitting,{'sitting': 1.0}
-3665,29,1082,-585,39,-252,2025-02-12 09:46:58.534194,sitting,{'sitting': 1.0}
-3575,12,1054,-531,-83,-351,2025-02-12 09:46:58.558620,sitting,{'sitting': 1.0}
-3557,0,1076,-495,44,-322,2025-02-12 09:46:58.580848,sitting,{'sitting': 1.0}
-3604,-10,1123,-544,280,-256,2025-02-12 09:46:58.605046,sitting,{'sitting': 1.0}
-3662,33,1097,-661,289,-214,2025-02-12 09:46:58.627259,sitting,{'sitting': 1.0}
-3658,77,1101,-717,263,-150,2025-02-12 09:46:58.651733,sitting,{'sitting': 1.0}
-3685,77,1085,-730,152,-137,2025-02-12 09:46:58.679740,sitting,{'sitting': 1.0}
-3652,94,1023,-713,47,-109,2025-02-12 09:46:58.707918,sitting,{'sitting': 1.0}
-3663,35,1028,-695,-72,-168,2025-02-12 09:46:58.729927,sitting,{'sitting': 1.0}
-3679,59,1065,-694,-200,-179,2025-02-12 09:46:58.749120,sitting,{'sitting': 1.0}
-3619,11,1045,-717,-237,-214,2025-02-12 09:46:58.768121,sitting,{'sitting': 1.0}
-3613,21,1092,-720,-139,-216,2025-02-12 09:46:58.788121,sitting,{'sitting': 1.0}
-3590,12,1091,-672,55,-106,2025-02-12 09:46:58.808324,sitting,{'sitting': 1.0}
-3589,48,1097,-612,99,-40,2025-02-12 09:46:58.827595,sitting,{'sitting': 1.0}
-3590,-50,1133,-549,182,-38,2025-02-12 09:46:58.848995,sitting,{'sitting': 1.0}
-3605,101,1121,-445,353,-72,2025-02-12 09:46:58.869217,sitting,{'sitting': 1.0}
-3696,-2,1120,-451,126,-164,2025-02-12 09:46:58.890219,sitting,{'sitting': 1.0}
-3737,111,1049,-492,-22,-113,2025-02-12 09:46:58.911220,sitting,{'sitting': 1.0}
-3670,-31,1139,-653,-267,-191,2025-02-12 09:46:58.932390,sitting,{'sitting': 1.0}
-3584,-41,1203,-668,-119,-117,2025-02-12 09:46:58.950643,sitting,{'sitting': 1.0}
-3620,-27,1145,-699,-24,-107,2025-02-12 09:46:58.969638,sitting,{'sitting': 1.0}
-3602,32,1088,-690,46,-106,2025-02-12 09:46:58.991641,sitting,{'sitting': 1.0}
-3610,58,1100,-621,135,-154,2025-02-12 09:46:59.012856,sitting,{'sitting': 1.0}
-3671,93,1114,-524,203,-177,2025-02-12 09:46:59.032069,sitting,{'sitting': 1.0}
-3690,102,1043,-518,117,-215,2025-02-12 09:46:59.051068,sitting,{'sitting': 1.0}
-3631,89,1060,-474,27,-213,2025-02-12 09:46:59.070065,sitting,{'sitting': 1.0}
-3605,70,1098,-422,-51,-210,2025-02-12 09:46:59.090762,sitting,{'sitting': 1.0}
-3597,20,1093,-431,-51,-211,2025-02-12 09:46:59.113202,sitting,{'sitting': 1.0}
-3607,21,1173,-452,27,-238,2025-02-12 09:46:59.133372,sitting,{'sitting': 1.0}
-3653,-10,1142,-493,67,-205,2025-02-12 09:46:59.152099,sitting,{'sitting': 1.0}
-3649,13,1127,-525,32,-206,2025-02-12 09:46:59.174376,sitting,{'sitting': 1.0}
-3617,24,1130,-527,27,-192,2025-02-12 09:46:59.196590,sitting,{'sitting': 1.0}
-3597,4,1113,-565,114,-195,2025-02-12 09:46:59.218579,sitting,{'sitting': 1.0}
-3637,40,1100,-570,129,-175,2025-02-12 09:46:59.240583,sitting,{'sitting': 1.0}
-3638,35,1123,-571,93,-139,2025-02-12 09:46:59.299750,sitting,{'sitting': 1.0}
-3628,35,1152,-587,80,-163,2025-02-12 09:46:59.318989,sitting,{'sitting': 1.0}
-3643,36,1111,-600,98,-138,2025-02-12 09:46:59.340218,sitting,{'sitting': 1.0}
-3629,65,1146,-640,116,-143,2025-02-12 09:46:59.360337,sitting,{'sitting': 1.0}
-3623,48,1117,-645,119,-92,2025-02-12 09:46:59.380364,sitting,{'sitting': 1.0}
-3588,67,1093,-663,155,-68,2025-02-12 09:46:59.401782,sitting,{'sitting': 1.0}
-3603,79,1136,-689,202,-52,2025-02-12 09:46:59.421784,sitting,{'sitting': 1.0}
-3637,16,1141,-652,293,-46,2025-02-12 09:46:59.442853,sitting,{'sitting': 1.0}
-3646,24,1067,-655,293,-29,2025-02-12 09:46:59.463242,sitting,{'sitting': 1.0}
-3649,30,1049,-642,144,-79,2025-02-12 09:46:59.482506,sitting,{'sitting': 1.0}
